title,authors,affiliations,citedby,publisher,Year
Comparison of functional performance outcomes between oral patented crystalline glucosamine sulfate and platelet-rich plasma among knee osteoarthritis patients: a propensity score matching analysis,Amarase C.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Springer Science and Business Media Deutschland GmbH,2024
Enhanced cold plasma hydrogenation with glycerol as hydrogen source for production of trans-fat-free margarine,Priyanti I.,Chulalongkorn University (Thailand),0,Nature Research,2024
Single-step and stepwise pyrolysis to recover high-value chemicals from mixed polyolefins and polylactide,Saeaung K.,Prince of Songkla University (Thailand),0,Elsevier B.V.,2024
Salivary proteomic signatures in severe dental fluorosis,Gavila P.,Chulalongkorn University (Thailand); Thailand Ministry of Public Health (Thailand),0,Nature Research,2024
"Precursory seismic quiescence of major earthquakes along the Sagaing fault zone, central Myanmar: application of the pattern informatics technique",Traitangwong P.,Chulalongkorn University (Thailand),0,Springer Science and Business Media Deutschland GmbH,2024
Transforming sunlight through ultrasonically engineered ZnO and g-C₃N₄ Z-scheme heterostructure for superior photocatalysis: Experimental and theoretical study,Fereidooni M.,Chulalongkorn University (Thailand),0,Elsevier Ltd,2024
On Hamiltonian decompositions of complete 3-uniform hypergraphs,Saengchampa C.,Chulalongkorn University (Thailand),0,Elsevier B.V.,2024
Outcomes of continuous renal replacement therapy versus peritoneal dialysis as a renal replacement therapy modality in patients undergoing Venoarterial extracorporeal membrane oxygenation,Thanapongsatorn P.,Thammasat University Hospital (Thailand); Central Chest Institute of Thailand (Thailand),2,W.B. Saunders,2024
Catabolic mediators from TLR2-mediated proteoglycan aggrecan peptide-stimulated chondrocytes are reduced by Lactobacillus-conditioned media,Sengprasert P.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Nature Research,2024
"Author Correction: Fabrication and biological properties of artificial tendon composite from medium chain length polyhydroxyalkanoate (Scientific Reports, (2023), 13, 1, (20973), 10.1038/s41598-023-48075-8)",Tawonsawatruk T.,"Faculty of Medicine Ramathibodi Hospital, Mahidol University (Thailand)",0,Nature Research,2024
"Exploring the circular business model for sustainable plastic waste management in shopping malls: Challenges, opportunities, and impacts in Thailand",Pongpunpurt P.,Chulalongkorn University (Thailand); INSA Toulouse (France),0,Elsevier Ltd,2024
Bifunctionality of amine-modified metal-organic frameworks for CO<inf>2</inf> capture and selective utilization in cycloaddition,Singh J.,Chulalongkorn University (Thailand),0,Elsevier Ltd,2024
Modulation of MHC expression by interferon-gamma and its influence on PBMC-mediated cytotoxicity in canine mast cell tumour cells,Bhanpattanakul S.,Chulalongkorn University (Thailand),0,Nature Research,2024
New concept in selecting blue dye injection site effect on clinical outcome of early-stage breast cancer patients: a retrospective cohort,Bongkodmas P.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,BioMed Central Ltd,2024
Waste Palm Leaves-Based Hydrochar Support Catalytic Esterification of Palm Fatty Acid Distillate,Aliyu M.,Universiti Putra Malaysia (Malaysia),0,Springer,2024
Experimental and first-principles investigation on how support morphology determines the performance of the Ziegler-Natta catalyst during ethylene polymerization,Saelee T.,Chulalongkorn University (Thailand); Saelee Research Group (Thailand),0,Nature Research,2024
"Correction to: Reduction of surface treatment time by combination of citric acid and ascorbic acid while restoring shear bond strength of metal brackets bonded to bleached enamel: a pilot study (BMC Oral Health, (2024), 24, 1, (680), 10.1186/s12903-024-04424-1)",Saeoweiang P.,Chulalongkorn University (Thailand),0,BioMed Central Ltd,2024
Prelacrimal-Transmaxillary Approach to Lateral Sphenoid Recess Skull Base Defects,Ahmadzada S.,UNSW Sydney (Australia),0,John Wiley and Sons Inc,2024
Statistical information review of CO<inf>2</inf> photocatalytic reduction via bismuth-based photocatalysts using artificial neural network,Limpachanangkul P.,Chulalongkorn University (Thailand),1,Elsevier B.V.,2024
Combined peripheral blood monocyte count and white blood cell count as a guide for successful one-day autologous peripheral blood stem cell collection,Watanaboonyongcharoen P.,"Chulalongkorn University (Thailand); King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",0,John Wiley and Sons Inc,2024
Avocado seed extract encapsulated in zein nanoparticles as a functional ingredient,Chuacharoen T.,Suan Sunandha Rajabhat University (Thailand),4,Elsevier B.V.,2024
Enhancing autonomous vehicle navigation using SVM-based multi-target detection with photonic radar in complex traffic scenarios,Chaudhary S.,Guangdong University of Petrochemical Technology (China),3,Nature Research,2024
Machine-learning-assisted high-throughput identification of potent and stable neutralizing antibodies against all four dengue virus serotypes,Natsrita P.,"Faculty of Medicine, Khon Kaen University (Thailand)",0,Nature Research,2024
"SonicParanoid2: fast, accurate, and comprehensive orthology inference with machine learning and language models",Cosentino S.,The University of Tokyo (Japan),1,BioMed Central Ltd,2024
Utilization of waste tire derived activated carbon as CO<inf>2</inf> capture and photocatalyst for CO<inf>2</inf> conversion,Toh-ae P.,Chulalongkorn University (Thailand),0,Nature Research,2024
Sequential SAFE Score and Transient Elastography for Detecting Significant Fibrosis in Asian Patients with MASLD,Kaewdech A.,"Faculty of Medicine, Prince of Songkla University (Thailand)",1,W.B. Saunders,2024
"Correction to: A systematic review and meta-analysis, investigating dose and time of fluvoxamine treatment efficacy for COVID-19 clinical deterioration, death, and Long-COVID complications (Scientific Reports, (2024), 14, 1, (13462), 10.1038/s41598-024-64260-9)",Prasanth M.I.,Chulalongkorn University (Thailand),0,Nature Research,2024
Exploring the safety of lycorine in the central nervous system and its impact on pain-like behaviors in mice,Hasriadi H.,Chulalongkorn University (Thailand); Ltd. (Thailand),1,Nature Research,2024
Diagnostic values of inferior Q-waves for myocardial scar identification detected by 3.0 T cardiac MRI,Kosum P.,Naresuan University (Thailand); King Chulalongkorn Memorial Hospital (Thailand),0,Nature Research,2024
Exploring the therapeutic potential of Thai medicinal plants: in vitro screening and in silico docking of phytoconstituents for novel anti-SARS-CoV-2 agents,Maikhunthod B.,Suranaree University of Technology (Thailand),0,BioMed Central Ltd,2024
"The antioxidant and antimicrobial activity of ethanolic extract in roots, stems, and leaves of three commercial Cymbopogon species",Wahyuni D.K.,Universitas Airlangga (Indonesia),1,BioMed Central Ltd,2024
"Retraction Note: Online positive parenting programme for promoting parenting competencies and skills: randomised controlled trial (Scientific Reports, (2022), 10.1038/s41598-022-10193-0)",Tuntipuchitanon S.,"Faculty of Medicine, Chulalongkorn University (Thailand)",1,Nature Research,2024
Enhancing gut microbiota and microbial function with inulin supplementation in children with obesity,Visuthranukul C.,"Faculty of Medicine, Chulalongkorn University (Thailand)",2,Springer Nature,2024
Effect of drying techniques on the stability of volatile compounds and antioxidative activities of dried Thai fermented black soybean (thua nao),Mathatheeranan P.,Chulalongkorn University (Thailand),1,Elsevier B.V.,2024
The influence of resilience and social support on mental health of older adults living in community: a cross-sectional study,Upasen R.,Chulalongkorn University (Thailand),2,BioMed Central Ltd,2024
Tool skill impacts the archaeological evidence across technological primates,Luncz L.V.,Max-Planck-Institut für Evolutionäre Anthropologie (Germany),0,Nature Research,2024
Proteomics profile in encapsulated follicular patterned thyroid neoplasms,Nguyen T.P.X.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Nature Research,2024
Simultaneous production of syngas and carbon nanotubes from CO<inf>2</inf>/CH<inf>4</inf> mixture over high-performance NiMo/MgO catalyst,Sae-tang N.,Mahidol University (Thailand),1,Nature Research,2024
Recycled newspaper cellulose based colorimetric sensor of biogenic amines for food spoilage indication,Saedan A.,Thammasat University (Thailand),0,Elsevier Ltd,2024
Sphenoid Sinus Fungal Ball and Reestablishing Sinus Function,Meerwein C.M.,"The Faculty of Medicine, Health and Human Sciences (Australia); UNSW Sydney (Australia); UniversitatsSpital Zurich (Switzerland)",0,John Wiley and Sons Inc,2024
Serum microRNAs as new biomarkers for detecting subclinical hemolysis in the nonacute phase of G6PD deficiency,Boonpeng K.,Chulalongkorn University (Thailand); International University of Health and Welfare (Japan),0,Nature Research,2024
Surgical aspects of choledochal cyst in children and adults: an experience of 106 cases,Achatsachat P.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Springer Science and Business Media Deutschland GmbH,2024
Molecular characterization of canine circovirus based on the Capsid gene in Thailand,Dankaona W.,"Chulalongkorn University (Thailand); Institute of Molecular Biosciences, Mahidol University (Thailand)",2,BioMed Central Ltd,2024
Autoencoder-Based Anomaly Detection System for Online Data Quality Monitoring of the CMS Electromagnetic Calorimeter,Zygal L.,University of Notre Dame (United States),3,Springer Nature,2024
Elucidating of the metabolic impact of risperidone on brain microvascular endothelial cells using untargeted metabolomics-based LC-MS,Ngamratanapaiboon S.,Vajira Hospital (Thailand),0,Elsevier Inc.,2024
"Comparing early and delayed [<sup>99m</sup>Tc]Tc-MIBI SPECT/CT parathyroid scans: agreement, confidence levels, and clinical predictive factors",Buakhao C.,"Phramongkutklao College of Medicine (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",0,Springer Nature,2024
Diagnostic accuracy of artificial intelligence in detecting left ventricular hypertrophy by electrocardiograph: a systematic review and meta-analysis,Siranart N.,"Mayo Clinic College of Medicine and Science (United States); King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",1,Nature Research,2024
Empowering TiO<inf>2</inf>–coated PVDF membranes stability with polyaniline and polydopamine for synergistic separation and photocatalytic enhancement in dye wastewater purification,Le T.M.H.,Chulalongkorn University (Thailand),3,Nature Research,2024
"Correction to: Comparative genomic analysis of Colistin resistant Escherichia coli isolated from pigs, a human and wastewater on colistin withdrawn pig farm (Scientific Reports, (2023), 13, 1, (5124), 10.1038/s41598-023-32406-w)",Khine N.O.,Chulalongkorn University (Thailand),0,Nature Research,2024
Efficacy of a commercial vaccine PISCIVAC™ Irido Si against iridoviral disease and streptococcosis in Asian seabass (Lates calcarifer),Thanasaksiri K.,Kyoritsu Seiyaku Corporation (Japan),1,Springer Science and Business Media Deutschland GmbH,2024
Electrochemical exfoliation of graphene from pencil lead,Jiwarawat N.,Chulalongkorn University (Thailand),1,Nature Research,2024
Theorizing the socio-cultural dynamics of consumer decision-making for participation in community-supported agriculture,Takagi S.,Institute of Science Tokyo (Japan),1,Springer Science and Business Media Deutschland GmbH,2024
Empowering the management of early-onset Parkinson's disease: The role of technology,Bhidayasiri R.,King Chulalongkorn Memorial Hospital (Thailand); Academy of Science (Thailand),1,Elsevier Ltd,2024
"Correction to: Greener Approach Supported Nitrogen-Infused Carbon Dots for Biocompatible Cellular Markers and Fluorescent Ink Based Spray-Assisted Fingerprint Analysis (Waste and Biomass Valorization, (2024), 15, 11, (6431-6440), 10.1007/s12649-024-02442-2)",Ramasubburayan R.,Saveetha Dental College And Hospitals (India),0,Springer Science and Business Media B.V.,2024
