title,authors,affiliations,citedby,publisher,Year
Nonalcoholic Fatty Liver Disease and Nonalcoholic Steatohepatitis With Liver Fibrosis as Predictors of New-Onset Diabetes Mellitus in People With HIV: A Longitudinal Cohort Study,Han W.M.,"Thai Red Cross Agency (Thailand); The Kirby Institute (Australia); Faculty of Medicine, Chulalongkorn University (Thailand)",11,Oxford University Press,2023
Multifunctional electrode materials based on brochantite for the fabrication of high-stability supercapacitors and dual-mode uric acid/17β-estradiol electrochemical sensors,Supchocksoonthorn P.,Thammasat University (Thailand),1,Elsevier B.V.,2023
Ratiometric electrochemical lateral flow immunoassay for the detection of Streptococcus suis serotype 2,Kunpatee K.,Chulalongkorn University (Thailand),9,Elsevier Ltd,2023
Synthesis of bioactive TiO<inf>2</inf> nanotubular thin films: Exploring biocompatibility and biocorrosion behavior in simulated body environments,Simon A.P.,Universidade Tecnológica Federal do Paraná (Brazil); Midwestern Parana State University (UNICENTRO) (Brazil),3,Elsevier B.V.,2023
"Rare coordination behavior of triethanolamine ligand in [Cu(H<inf>3</inf>tea)<inf>2</inf>](3,4-dimethoxycinnamate)<inf>2</inf>·2H<inf>2</inf>O: Synthesis, characterization, single crystal X-ray structure determination, Hirshfeld calculation and molecular docking studies",Chauhan C.,Himachal Pradesh University (India),3,Elsevier B.V.,2023
Total ammonia nitrogen removal and microbial community dynamics in an outdoor HDPE-lined shrimp pond with no water discharge,Satanwat P.,Chulalongkorn University (Thailand); Thailand National Center for Genetic Engineering and Biotechnology (Thailand),3,Elsevier B.V.,2023
Extraction and Isolation of Cricket Protein Isolate with Ammonium Sulfate Addition Method and Its Effect on The Functional Properties of The Proteins,Edward ,Chulalongkorn University (Thailand),0,EDP Sciences,2023
Hydrogen Production from Glycerol and Plastics by Sorption-Enhanced Steam Reforming,Chunakiat P.,Chulalongkorn University (Thailand),1,American Chemical Society,2023
"Syntheses, Structures, Structural Transformation, and Properties of Neodymium Sulfate Based Inorganic Networks",Jiajaroen S.,Thammasat University (Thailand),0,John Wiley and Sons Inc,2023
3D Printing of Ionic Liquid Polymer Networks for Stretchable Conductive Sensors,Narupai B.,Chulalongkorn University (Thailand); University of Washington (United States),5,John Wiley and Sons Inc,2023
"Adverse childhood experiences and reoccurrence of illness impact the gut microbiome, which affects suicidal behaviours and the phenome of major depression: Towards enterotypic phenotypes",Maes M.,"Medical University of Plovdiv (Bulgaria); Barwon Health (Australia); Faculty of Medicine, Chulalongkorn University (Thailand); Kyung Hee University (South Korea)",20,Cambridge University Press,2023
Mol-Zero-GAN: zero-shot adaptation of molecular generative adversarial network for specific protein targets,Aphikulvanich R.,Chulalongkorn University (Thailand),0,Royal Society of Chemistry,2023
Elucidation of the Catalytic Pathway for the Direct Conversion of Furfuryl Alcohol into γ-Valerolactone over Al<inf>2</inf>O<inf>3</inf>-SiO<inf>2</inf> Catalysts,Chuangpusri P.,Chulalongkorn University (Thailand),1,American Chemical Society,2023
The long-term efficacy and safety of nilotinib in pediatric patients with CML: a 5-year update of the DIALOG study,Hijiya N.,Columbia University Irving Medical Center (United States),1,American Society of Hematology,2023
Evaluation of Psychometric Properties of Thai Version Telehealth Usability Questionnaire (T-TUQ),Hirunwiwatkul P.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",3,"University Library System, University of Pittsburgh",2023
"Development of Carbon Dots Synthesized from Green Tea and Alpha-hydroxyl Acids with Enhanced Antioxidant Activity, Photostability and UV Protection Properties",Nuntahirun P.,Thammasat University (Thailand),1,John Wiley and Sons Inc,2023
Sustainability Assessment of Dihydroxyacetone (DHA) Production from Glycerol: A Comparative Study between Biological and Catalytic Oxidation Routes,Thanahiranya P.,Chulalongkorn University (Thailand),6,American Chemical Society,2023
Zwitterionic Polymer-Decorated Lipid Nanoparticles for mRNA Delivery in Mammalian Cells,Khunsuk P.O.,Chulalongkorn University (Thailand),6,American Chemical Society,2023
Observation of four top quark production in proton-proton collisions at s=13TeV,Hayrapetyan A.,Yerevan Physics Institute (Armenia),28,Elsevier B.V.,2023
"Retraction notice to “Probabilistic scheduling of power-to-gas storage system in renewable energy hub integrated with demand response program” [J. Energy Storage 29 (2020) 101393] (Journal of Energy Storage (2020) 29, (S2352152X19318560), (10.1016/j.est.2020.101393))",Yuan Z.,Xinjiang University (China),0,Elsevier Ltd,2023
"Effects of microaeration and sludge recirculation on VFA and nitrogen removal, membrane fouling reduction and microbial community of the anaerobic baffled biofilm-membrane bioreactor in treating building wastewater",Buakaew T.,Chulalongkorn University (Thailand),3,Elsevier B.V.,2023
"Bioaccumulation of heavy metals in commercially important marine species from Puducherry coast, Southeast India",Patchaiyappan A.,Institut Francais de Pondichery (India); Pondicherry University (India),14,Elsevier B.V.,2023
"Mortality Rates and a Clinical Predictive Model for the Elderly on Maintenance Hemodialysis: A Large Observational Cohort Study of 17,354 Asian Patients",Noppakun K.,"Faculty of Medicine, Chiang Mai University (Thailand); Chiang Mai University (Thailand)",1,S. Karger AG,2023
"The dos, don'ts, and nuances of thrombophilia testing",Chiasakul T.,"Faculty of Medicine, Chulalongkorn University (Thailand)",1,No Publisher,2023
"Kraft Lignin: A Valuable, Sustainable Resource, Opportunities and Challenges",Argyropoulos D.D.S.,NC State University (United States),35,John Wiley and Sons Inc,2023
Automated Stock Trading System using Technical Analysis and Deep Learning Models,Buachuen W.,Chulalongkorn University (Thailand),0,Association for Computing Machinery,2023
Impact of External Factors on Air Passenger Demand Prediction Using Machine Learning,Lertyongphati S.,Chulalongkorn University (Thailand),0,Association for Computing Machinery,2023
Article Feed Recommendation System for Thai Social Media Application Using Article Context Based on Deep Learning,Athipatcharawat P.,Chulalongkorn University (Thailand),0,Association for Computing Machinery,2023
Detecting New Points of Interest Using Taxi GPS Data,Phattanarat K.,Chulalongkorn University (Thailand),0,Association for Computing Machinery,2023
Spam Article Detection on Social Media Platform Using Deep Learning: Enhancing Content Integrity and User Experience,Chiawchansilp P.,Chulalongkorn University (Thailand),1,Association for Computing Machinery,2023
Pebax/Modified Cellulose Nanofiber Composite Membranes for Highly Enhanced CO<inf>2</inf>/CH<inf>4</inf> Separation,Narkkun T.,Thailand National Nanotechnology Center (Thailand),1,American Chemical Society,2023
Bio-guided isolation of alpha-glucosidase inhibitory compounds from Vietnamese liverwort Marchantia polymorpha: in vitro and in silico studies,Nguyen N.K.V.,Sai Gon University (Viet Nam),1,Royal Society of Chemistry,2023
"Response by Nademanee et al to Letter Regarding Article, ""Long-Term Outcomes of Brugada Substrate Ablation: A Report From BRAVO (Brugada Ablation of VF Substrate Ongoing Multicenter Registry)""",Nademanee K.,"Bumrungrad International Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",0,Lippincott Williams and Wilkins,2023
Identification of the Chemical Components Derived from the Two-Phase Electrocoagulation of Diesel Fuel,Lawal N.,Chulalongkorn University (Thailand),0,John Wiley and Sons Inc,2023
An acoustic-optic comparison of fish assemblages at a Rigs-to-Reefs habitat and coral reef in the Gulf of Thailand,Sibley E.C.P.,University of Aberdeen (United Kingdom); The National Decommissioning Centre (United Kingdom),1,Academic Press,2023
"A comprehensive review on Saraca asoca (Fabaceae) - Historical perspective, traditional uses, biological activities, and conservation",Urumarudappa S.K.J.,Chulalongkorn University (Thailand),4,Elsevier Ireland Ltd,2023
Potential natural antimicrobial and antibiofilm properties of Piper betle L. against Staphylococcus pseudintermedius and methicillin-resistant strains,Jantorn P.,Prince of Songkla University (Thailand),4,Elsevier Ireland Ltd,2023
Search for physics beyond the standard model in top quark production with additional leptons in the context of effective field theory,Hayrapetyan A.,Yerevan Physics Institute (Armenia),5,Springer Science and Business Media Deutschland GmbH,2023
Reversible median nerve neuropathy and local muscle irritation resulting from blind removal attempts of etonogestrel contraceptive implant: a case report,Fungtammasan S.,"Faculty of Medicine, Chulalongkorn University (Thailand)",1,BioMed Central Ltd,2023
"Fish prey of the Great-billed Heron Ardea sumatrana in Mu Ko Surin National Park, Thailand",Round P.D.,"Faculty of Science, Mahidol University (Thailand)",0,Siam Society under Royal Patronage,2023
Search for resonances in events with photon and jet final states in proton-proton collisions at s = 13 TeV,Tumasyan A.,Yerevan Physics Institute (Armenia); Yerevan State University (Armenia),0,Springer Science and Business Media Deutschland GmbH,2023
Search for direct production of GeV-scale resonances decaying to a pair of muons in proton-proton collisions at s = 13 TeV,Hayrapetyan A.,Yerevan Physics Institute (Armenia),4,Springer Science and Business Media Deutschland GmbH,2023
Alteration of interspersed repetitive sequence methylation in T lymphocytes of people living with HIV: A preliminary study,Buranapraditkun S.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",0,Science Society of Thailand under Royal Patronage,2023
Effect of Tempuyung (Sonchus arvensis L.) Leaf Extract on Kidney Histology of Mice Exposed to Plasmodium berghei,Wahyuni D.K.,Universitas Airlangga (Indonesia),0,Research Journal of Pharmacy and Technology,2023
Influence of Pyrolysis Temperature and Time on Biochar Properties and Its Potential for Climate Change Mitigation,Wijitkosum S.,Chulalongkorn University (Thailand),22,Ital Publication,2023
Deciphering Emotional Sensitivity in Social Media: A Paradigm for Brand Equity Enhancement,Srisuk N.,Chulalongkorn University (Thailand),1,Ital Publication,2023
Disrupting the Grip: Political Dynasties and Thailand’s 2023 General Elections,Nethipo V.,Chulalongkorn University (Thailand),1,ISEAS - Yusof Ishak Institute,2023
A New Tale of Two Democracies? The Changing Urban-Rural Dynamics at Thailand’s 2023 General Elections,Hicken A.,"University of Michigan, Ann Arbor (United States)",0,ISEAS - Yusof Ishak Institute,2023
Assembling Electoral Intimacy: Political Affects and Affection in Thailand’s 2023 General Elections,Sangkhamanee J.,Chulalongkorn University (Thailand),1,ISEAS - Yusof Ishak Institute,2023
Introduction: Making Sense of Thailand’s Seismic Elections,Hicken A.,"University of Michigan, Ann Arbor (United States)",0,ISEAS - Yusof Ishak Institute,2023
Breaking Bonds: Voter-Party Linkages in Thailand’s 2023 General Elections,Sawasdee S.N.,Chulalongkorn University (Thailand),0,ISEAS - Yusof Ishak Institute,2023
Relationships between Brand Value and Country's GDP,Puriwat W.,Chulalongkorn Business School (Thailand),1,Ital Publication,2023
Application of residual basalt for the cultivation of jasmine rice from northeastern Thailand; an example of the reduction of methane emissions,Kaew-I W.,Chulalongkorn University (Thailand),0,Geological Society of Malaysia,2023
The Monarchy-led Urban Development: Lessons from Bangkok's Planning Regime,Leelapatana R.,Chulalongkorn University (Thailand),0,Oxford University Press,2023
The cardinality of the partitions of a set in the absence of the Axiom of Choice,Phansamdaeng P.,Chulalongkorn University (Thailand),1,Oxford University Press,2023
Outcomes of COVID-19 in kidney transplant recipients in the vaccination Era: A national multicenter cohort from Thailand,Udomkarnjananun S.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",1,Elsevier Ltd,2023
Outcomes of Transcatheter Aortic Valve Implantation under Transfemoral Approach Versus Alternative Approach in King Chulalongkorn Memorial Hospital,Munsittikul P.,King Chulalongkorn Memorial Hospital (Thailand),0,Medical Association of Thailand,2023
Persistence of dengue genome in a remotely infected patient,Thaivanich S.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",1,Sciendo,2023
The dose of the normal saline pre-infusion and other risk factors for amphotericin B deoxycholate-associated acute kidney injury,Virojanawat M.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Sciendo,2023
